M,Dur,A_count,Count,oriMac,date,Moment
"7.19-76,24,154,44,218,251",12.27,7.0,188.0,"76,24,154,44,218,251",7.19,12.27
"7.19-168,112,138,9,131,175",12.25,2.0,6.0,"168,112,138,9,131,175",7.19,12.25
"7.19-172,164,125,159,153,152",11.58,1.0,14.0,"172,164,125,159,153,152",7.19,11.58
"7.19-160,140,170,206,161,68",7.83,4.0,5.0,"160,140,170,206,161,68",7.19,7.83
"7.19-24,208,197,242,97,13",12.65,10.0,130.0,"24,208,197,242,97,13",7.19,12.65
"7.19-20,178,229,137,111,142",7.05,2.0,2.0,"20,178,229,137,111,142",7.19,7.05
"7.19-168,152,34,239,8,233",10.55,1.0,7.0,"168,152,34,239,8,233",7.19,10.55
"7.19-160,42,23,46,28,76",11.45,2.0,9.0,"160,42,23,46,28,76",7.19,11.45
"7.19-160,224,55,191,183,220",5.6,1.0,4.0,"160,224,55,191,183,220",7.19,5.6
"7.19-228,163,47,85,234,94",12.72,4.0,31.0,"228,163,47,85,234,94",7.19,12.72
"7.19-36,17,69,225,50,93",7.32,2.0,2.0,"36,17,69,225,50,93",7.19,7.32
"7.19-172,237,92,135,223,242",13.42,3.0,697.0,"172,237,92,135,223,242",7.19,13.42
"7.19-28,209,7,152,33,91",13.18,5.0,1732.0,"28,209,7,152,33,91",7.19,13.18
"7.19-140,31,142,167,149,161",9.22,3.0,4.0,"140,31,142,167,149,161",7.19,9.22
"7.19-172,32,50,51,210,96",11.05,1.0,4.0,"172,32,50,51,210,96",7.19,11.05
"7.19-140,31,142,167,149,181",9.08,2.0,4.0,"140,31,142,167,149,181",7.19,9.08
"7.19-44,220,160,190,234,192",9.67,1.0,2.0,"44,220,160,190,234,192",7.19,9.67
"7.19-172,26,242,44,233,231",8.5,1.0,5.0,"172,26,242,44,233,231",7.19,8.5
"7.19-160,190,234,192,191,84",9.67,2.0,3.0,"160,190,234,192,191,84",7.19,9.67
"7.19-140,31,142,167,149,185",7.07,1.0,4.0,"140,31,142,167,149,185",7.19,7.07
"7.19-140,31,142,167,149,170",7.78,2.0,4.0,"140,31,142,167,149,170",7.19,7.78
"7.19-60,134,209,115,214,231",13.05,12.0,445.0,"60,134,209,115,214,231",7.19,13.05
"7.19-8,250,121,183,224,101",13.33,3.0,286.0,"8,250,121,183,224,101",7.19,13.33
"7.19-8,34,36,189,251,167",5.75,2.0,2.0,"8,34,36,189,251,167",7.19,5.75
"7.19-220,186,164,76,213,119",7.55,2.0,2.0,"220,186,164,76,213,119",7.19,7.55
"7.19-164,20,178,229,137,47",13.3,4.0,12.0,"164,20,178,229,137,47",7.19,13.3
"7.19-8,34,36,189,251,163",5.75,2.0,2.0,"8,34,36,189,251,163",7.19,5.75
"7.19-172,208,151,254,40,222",10.32,2.0,2.0,"172,208,151,254,40,222",7.19,10.32
"7.19-168,224,55,191,183,220",5.75,2.0,5.0,"168,224,55,191,183,220",7.19,5.75
"7.19-216,50,20,254,96,65",12.95,6.0,38.0,"216,50,20,254,96,65",7.19,12.95
"7.19-164,180,71,245,166,44",4.9,2.0,2.0,"164,180,71,245,166,44",7.19,4.9
"7.19-160,64,140,31,142,167",9.27,2.0,5.0,"160,64,140,31,142,167",7.19,9.27
"7.19-92,255,255,144,7,131",13.0,3.0,261.0,"92,255,255,144,7,131",7.19,13.0
"7.19-164,28,209,7,152,33",8.8,2.0,5.0,"164,28,209,7,152,33",7.19,8.8
"7.19-140,31,142,167,149,163",9.27,4.0,5.0,"140,31,142,167,149,163",7.19,9.27
"7.19-140,31,142,167,149,172",9.65,2.0,6.0,"140,31,142,167,149,172",7.19,9.65
"7.19-164,172,115,82,76,172",7.22,2.0,2.0,"164,172,115,82,76,172",7.19,7.22
"7.19-172,118,229,160,225,193",3.0,2.0,2.0,"172,118,229,160,225,193",7.19,3.0
"7.19-172,186,139,84,42,35",5.78,1.0,2.0,"172,186,139,84,42,35",7.19,5.78
"7.19-164,152,34,239,8,233",9.68,1.0,2.0,"164,152,34,239,8,233",7.19,9.68
"7.19-164,76,2,32,111,66",7.58,2.0,3.0,"164,76,2,32,111,66",7.19,7.58
"7.19-160,184,55,101,29,72",12.32,2.0,2.0,"160,184,55,101,29,72",7.19,12.32
"7.19-76,2,32,111,66,59",10.33,7.0,924.0,"76,2,32,111,66,59",7.19,10.33
"7.19-168,60,136,95,198,168",11.78,2.0,5.0,"168,60,136,95,198,168",7.19,11.78
"7.19-240,89,142,53,176,1",11.87,1.0,2.0,"240,89,142,53,176,1",7.19,11.87
"7.19-240,89,142,53,162,20",4.8,1.0,2.0,"240,89,142,53,162,20",7.19,4.8
"7.19-40,53,69,96,185,108",13.43,4.0,292.0,"40,53,69,96,185,108",7.19,13.43
"7.19-164,4,207,140,11,128",5.77,1.0,2.0,"164,4,207,140,11,128",7.19,5.77
"7.19-160,157,193,211,143,65",12.13,3.0,40.0,"160,157,193,211,143,65",7.19,12.13
"7.19-160,118,229,160,225,193",11.33,2.0,5.0,"160,118,229,160,225,193",7.19,11.33
"7.19-240,89,142,53,179,1",6.15,1.0,2.0,"240,89,142,53,179,1",7.19,6.15
"7.19-80,70,27,140,33,173",11.62,2.0,2.0,"80,70,27,140,33,173",7.19,11.62
"7.19-224,55,63,183,220,186",8.17,1.0,3.0,"224,55,63,183,220,186",7.19,8.17
"7.19-160,36,17,69,161,50",8.02,2.0,2.0,"160,36,17,69,161,50",7.19,8.02
"7.19-164,204,129,42,183,42",12.35,2.0,9.0,"164,204,129,42,183,42",7.19,12.35
"7.19-164,36,17,69,161,50",12.03,1.0,4.0,"164,36,17,69,161,50",7.19,12.03
"7.19-140,31,142,167,149,159",9.28,2.0,3.0,"140,31,142,167,149,159",7.19,9.28
"7.19-160,8,250,121,194,19",10.85,1.0,4.0,"160,8,250,121,194,19",7.19,10.85
"7.19-148,208,41,139,199,71",7.83,2.0,4.0,"148,208,41,139,199,71",7.19,7.83
"7.19-168,8,250,121,45,167",12.35,2.0,4.0,"168,8,250,121,45,167",7.19,12.35
"7.19-140,31,142,167,149,180",9.22,2.0,5.0,"140,31,142,167,149,180",7.19,9.22
"7.19-48,74,38,133,29,85",12.22,3.0,7.0,"48,74,38,133,29,85",7.19,12.22
"7.19-64,140,31,140,167,149",8.92,2.0,3.0,"64,140,31,140,167,149",7.19,8.92
"7.19-20,65,81,251,67,168",7.48,2.0,2.0,"20,65,81,251,67,168",7.19,7.48
"7.19-164,208,151,254,41,36",12.35,2.0,6.0,"164,208,151,254,41,36",7.19,12.35
"7.19-208,151,254,41,36,199",5.15,1.0,2.0,"208,151,254,41,36,199",7.19,5.15
"7.19-212,131,4,236,83,154",13.18,3.0,16.0,"212,131,4,236,83,154",7.19,13.18
"7.19-48,74,38,5,29,213",8.32,3.0,5.0,"48,74,38,5,29,213",7.19,8.32
"7.19-32,50,51,210,96,125",9.95,2.0,4.0,"32,50,51,210,96,125",7.19,9.95
"7.19-168,60,136,95,198,158",11.97,2.0,2.0,"168,60,136,95,198,158",7.19,11.97
"7.19-140,31,142,167,149,160",9.5,2.0,3.0,"140,31,142,167,149,160",7.19,9.5
"7.19-68,215,145,9,49,30",8.67,6.0,67.0,"68,215,145,9,49,30",7.19,8.67
"7.19-168,60,136,95,198,162",10.88,2.0,3.0,"168,60,136,95,198,162",7.19,10.88
"7.19-168,20,178,229,137,47",12.87,2.0,14.0,"168,20,178,229,137,47",7.19,12.87
"7.19-160,164,125,159,153,152",12.5,1.0,5.0,"160,164,125,159,153,152",7.19,12.5
"7.19-160,204,45,131,71,244",6.38,2.0,4.0,"160,204,45,131,71,244",7.19,6.38
"7.19-12,75,84,85,61,8",13.12,5.0,12.0,"12,75,84,85,61,8",7.19,13.12
"7.19-240,144,185,104,48,165",11.87,2.0,3.0,"240,144,185,104,48,165",7.19,11.87
"7.19-240,144,185,104,48,164",11.98,2.0,4.0,"240,144,185,104,48,164",7.19,11.98
"7.19-160,164,204,185,229,56",3.48,1.0,2.0,"160,164,204,185,229,56",7.19,3.48
"7.19-164,76,192,10,202,59",8.22,2.0,5.0,"164,76,192,10,202,59",7.19,8.22
"7.19-240,144,185,104,48,161",10.28,1.0,4.0,"240,144,185,104,48,161",7.19,10.28
"7.19-240,144,185,104,48,163",9.77,2.0,5.0,"240,144,185,104,48,163",7.19,9.77
"7.19-176,220,240,144,185,104",6.9,1.0,2.0,"176,220,240,144,185,104",7.19,6.9
"7.19-172,80,143,76,102,201",9.08,1.0,2.0,"172,80,143,76,102,201",7.19,9.08
"7.19-180,80,143,76,102,201",8.98,1.0,3.0,"180,80,143,76,102,201",7.19,8.98
"7.19-168,220,240,144,185,104",11.98,2.0,5.0,"168,220,240,144,185,104",7.19,11.98
"7.19-168,80,143,76,102,201",5.43,2.0,2.0,"168,80,143,76,102,201",7.19,5.43
"7.19-20,182,229,137,47,142",10.63,2.0,5.0,"20,182,229,137,47,142",7.19,10.63
"7.19-72,81,69,94,156,205",11.65,2.0,4.0,"72,81,69,94,156,205",7.19,11.65
"7.19-164,164,125,159,153,152",12.67,2.0,6.0,"164,164,125,159,153,152",7.19,12.67
"7.19-140,31,142,167,149,166",6.87,2.0,4.0,"140,31,142,167,149,166",7.19,6.87
"7.19-168,90,255,236,199,1",8.78,2.0,2.0,"168,90,255,236,199,1",7.19,8.78
"7.19-140,31,142,167,149,174",13.0,3.0,5.0,"140,31,142,167,149,174",7.19,13.0
"7.19-80,143,76,118,201,25",8.93,2.0,3.0,"80,143,76,118,201,25",7.19,8.93
"7.19-32,50,51,210,112,61",11.45,2.0,7.0,"32,50,51,210,112,61",7.19,11.45
"7.19-220,240,16,185,104,48",12.83,3.0,4.0,"220,240,16,185,104,48",7.19,12.83
"7.19-36,17,69,161,114,93",8.4,2.0,2.0,"36,17,69,161,114,93",7.19,8.4
"7.19-76,102,201,25,164,1",11.05,1.0,4.0,"76,102,201,25,164,1",7.19,11.05
"7.19-188,80,143,76,102,201",12.33,1.0,6.0,"188,80,143,76,102,201",7.19,12.33
"7.19-160,220,240,144,185,104",12.77,2.0,6.0,"160,220,240,144,185,104",7.19,12.77
"7.19-128,186,83,64,235,164",6.22,2.0,2.0,"128,186,83,64,235,164",7.19,6.22
"7.19-144,185,104,48,183,80",5.03,1.0,2.0,"144,185,104,48,183,80",7.19,5.03
"7.19-76,102,201,25,166,220",13.78,1.0,3.0,"76,102,201,25,166,220",7.19,13.78
"7.19-76,192,26,202,59,191",5.55,2.0,2.0,"76,192,26,202,59,191",7.19,5.55
"7.19-164,190,234,192,191,84",13.32,2.0,6.0,"164,190,234,192,191,84",7.19,13.32
"7.19-204,129,42,183,43,73",9.67,1.0,4.0,"204,129,42,183,43,73",7.19,9.67
"7.19-172,28,209,7,152,33",10.77,1.0,2.0,"172,28,209,7,152,33",7.19,10.77
"7.19-164,142,182,214,236,44",12.37,2.0,2.0,"164,142,182,214,236,44",7.19,12.37
"7.19-8,250,121,45,167,71",11.85,2.0,3.0,"8,250,121,45,167,71",7.19,11.85
"7.19-160,204,129,42,183,42",6.82,2.0,3.0,"160,204,129,42,183,42",7.19,6.82
"7.19-156,40,64,102,87,144",13.33,2.0,3.0,"156,40,64,102,87,144",7.19,13.33
"7.19-204,102,10,209,112,18",6.52,3.0,34.0,"204,102,10,209,112,18",7.19,6.52
"7.19-168,226,195,232,204,104",11.37,2.0,2.0,"168,226,195,232,204,104",7.19,11.37
"7.19-8,122,121,45,167,67",6.57,1.0,2.0,"8,122,121,45,167,67",7.19,6.57
"7.19-224,53,191,183,220,186",8.05,2.0,2.0,"224,53,191,183,220,186",7.19,8.05
"7.19-180,12,58,178,188,23",8.58,3.0,3.0,"180,12,58,178,188,23",7.19,8.58
"7.19-240,89,142,53,175,1",13.95,1.0,3.0,"240,89,142,53,175,1",7.19,13.95
"7.19-160,142,182,214,236,44",13.7,3.0,3.0,"160,142,182,214,236,44",7.19,13.7
"7.19-164,252,107,240,89,142",13.95,1.0,7.0,"164,252,107,240,89,142",7.19,13.95
"7.19-164,112,138,9,131,175",13.58,3.0,5.0,"164,112,138,9,131,175",7.19,13.58
"7.19-140,11,128,186,172,72",7.2,2.0,2.0,"140,11,128,186,172,72",7.19,7.2
"7.19-204,129,42,183,106,73",10.33,2.0,2.0,"204,129,42,183,106,73",7.19,10.33
"7.19-32,18,51,210,96,61",11.67,2.0,4.0,"32,18,51,210,96,61",7.19,11.67
"7.19-152,106,160,252,107,240",11.42,1.0,3.0,"152,106,160,252,107,240",7.19,11.42
"7.19-160,252,107,240,89,142",13.35,1.0,3.0,"160,252,107,240,89,142",7.19,13.35
"7.19-164,125,159,217,152,106",13.68,1.0,3.0,"164,125,159,217,152,106",7.19,13.68
"7.19-204,1,42,183,42,73",12.67,2.0,3.0,"204,1,42,183,42,73",7.19,12.67
"7.19-160,4,207,140,11,128",10.3,3.0,3.0,"160,4,207,140,11,128",7.19,10.3
"7.19-160,72,81,197,94,156",10.38,1.0,3.0,"160,72,81,197,94,156",7.19,10.38
"7.19-20,245,196,49,236,43",11.22,2.0,2.0,"20,245,196,49,236,43",7.19,11.22
"7.19-32,50,51,82,96,61",15.15,3.0,5.0,"32,50,51,82,96,61",7.19,15.15
"7.19-204,129,40,183,42,73",10.55,2.0,2.0,"204,129,40,183,42,73",7.19,10.55
"7.19-172,112,58,81,118,159",13.55,2.0,9.0,"172,112,58,81,118,159",7.19,13.55
"7.19-180,204,129,42,183,42",14.08,1.0,4.0,"180,204,129,42,183,42",7.19,14.08
"7.19-164,8,250,121,194,19",14.08,1.0,5.0,"164,8,250,121,194,19",7.19,14.08
"7.19-168,208,151,254,41,36",13.63,2.0,4.0,"168,208,151,254,41,36",7.19,13.63
"7.19-72,81,197,94,156,77",11.27,2.0,4.0,"72,81,197,94,156,77",7.19,11.27
"7.19-72,12,194,73,150,111",13.0,5.0,9.0,"72,12,194,73,150,111",7.19,13.0
"7.19-72,70,193,160,137,123",14.55,2.0,8.0,"72,70,193,160,137,123",7.19,14.55
"7.19-116,21,117,93,235,62",14.97,2.0,385.0,"116,21,117,93,235,62",7.19,14.97
"7.19-172,36,17,69,161,50",14.43,1.0,5.0,"172,36,17,69,161,50",7.19,14.43
"7.19-136,191,228,175,202,9",14.9,6.0,258.0,"136,191,228,175,202,9",7.19,14.9
"7.19-76,199,172,36,17,69",7.58,2.0,2.0,"76,199,172,36,17,69",7.19,7.58
"7.19-12,216,108,203,4,136",13.48,2.0,2.0,"12,216,108,203,4,136",7.19,13.48
"7.19-164,82,37,35,140,128",13.67,1.0,3.0,"164,82,37,35,140,128",7.19,13.67
"7.19-56,71,188,17,110,114",15.42,4.0,238.0,"56,71,188,17,110,114",7.19,15.42
"7.19-196,152,92,41,196,143",14.55,3.0,83.0,"196,152,92,41,196,143",7.19,14.55
"7.19-204,129,42,55,42,73",9.23,2.0,2.0,"204,129,42,55,42,73",7.19,9.23
"7.19-48,74,39,133,29,213",13.15,3.0,9.0,"48,74,39,133,29,213",7.19,13.15
"7.19-48,123,172,71,127,62",10.22,2.0,7.0,"48,123,172,71,127,62",7.19,10.22
"7.19-220,49,209,43,70,51",7.13,2.0,2.0,"220,49,209,43,70,51",7.19,7.13
"7.19-164,110,168,60,136,95",13.82,2.0,2.0,"164,110,168,60,136,95",7.19,13.82
"7.19-164,48,74,38,133,29",13.82,2.0,9.0,"164,48,74,38,133,29",7.19,13.82
"7.19-172,184,55,101,29,72",13.27,1.0,4.0,"172,184,55,101,29,72",7.19,13.27
"7.19-96,61,169,20,178,229",9.12,1.0,3.0,"96,61,169,20,178,229",7.19,9.12
"7.19-172,20,178,229,137,47",15.42,1.0,5.0,"172,20,178,229,137,47",7.19,15.42
"7.19-160,110,168,60,136,95",13.85,2.0,4.0,"160,110,168,60,136,95",7.19,13.85
"7.19-164,125,31,153,152,106",10.52,2.0,2.0,"164,125,31,153,152,106",7.19,10.52
"7.19-80,210,245,241,18,92",13.2,1.0,2.0,"80,210,245,241,18,92",7.19,13.2
"7.19-68,216,120,87,119,51",14.57,1.0,14.0,"68,216,120,87,119,51",7.19,14.57
"7.19-52,252,161,107,189,127",14.93,1.0,3.0,"52,252,161,107,189,127",7.19,14.93
"7.19-160,240,103,40,135,90",13.93,1.0,2.0,"160,240,103,40,135,90",7.19,13.93
"7.19-20,178,229,153,47,142",14.1,2.0,5.0,"20,178,229,153,47,142",7.19,14.1
"7.19-192,46,37,190,91,151",7.65,3.0,3.0,"192,46,37,190,91,151",7.19,7.65
"7.19-44,58,77,49,206,211",14.42,2.0,3.0,"44,58,77,49,206,211",7.19,14.42
"7.19-188,95,246,246,99,95",13.88,2.0,3.0,"188,95,246,246,99,95",7.19,13.88
"7.19-248,13,124,72,127,16",10.83,2.0,2.0,"248,13,124,72,127,16",7.19,10.83
"7.19-164,125,159,153,216,106",9.78,2.0,4.0,"164,125,159,153,216,106",7.19,9.78
"7.19-164,93,159,153,152,106",13.2,2.0,2.0,"164,93,159,153,152,106",7.19,13.2
"7.19-48,123,172,71,160,113",14.25,4.0,15.0,"48,123,172,71,160,113",7.19,14.25
"7.19-4,207,204,11,128,186",8.27,1.0,2.0,"4,207,204,11,128,186",7.19,8.27
"7.19-32,50,51,214,96,61",12.68,3.0,5.0,"32,50,51,214,96,61",7.19,12.68
"7.19-80,210,245,114,193,232",9.07,1.0,2.0,"80,210,245,114,193,232",7.19,9.07
"7.19-116,242,250,31,57,102",15.58,3.0,13.0,"116,242,250,31,57,102",7.19,15.58
"7.19-48,123,172,71,127,119",14.42,1.0,2.0,"48,123,172,71,127,119",7.19,14.42
"7.19-224,55,191,185,108,92",14.25,1.0,188.0,"224,55,191,185,108,92",7.19,14.25
"7.19-200,31,163,246,107,163",15.15,1.0,2.0,"200,31,163,246,107,163",7.19,15.15
"7.19-168,60,136,95,198,167",14.78,2.0,5.0,"168,60,136,95,198,167",7.19,14.78
"7.19-200,31,163,246,107,165",12.83,1.0,5.0,"200,31,163,246,107,165",7.19,12.83
"7.19-212,183,97,29,168,214",15.9,1.0,619.0,"212,183,97,29,168,214",7.19,15.9
"7.19-36,125,159,153,152,106",13.05,2.0,3.0,"36,125,159,153,152,106",7.19,13.05
"7.19-108,177,88,58,181,202",12.48,7.0,15.0,"108,177,88,58,181,202",7.19,12.48
"7.19-220,245,5,135,187,95",16.0,3.0,176.0,"220,245,5,135,187,95",7.19,16.0
"7.19-64,69,218,201,121,51",8.9,3.0,14.0,"64,69,218,201,121,51",7.19,8.9
"7.19-176,235,87,194,55,128",9.58,5.0,5.0,"176,235,87,194,55,128",7.19,9.58
"7.19-160,148,26,36,89,17",10.1,5.0,40.0,"160,148,26,36,89,17",7.19,10.1
"7.19-184,148,54,48,44,55",12.98,1.0,2.0,"184,148,54,48,44,55",7.19,12.98
"7.19-164,125,159,153,24,106",14.22,3.0,7.0,"164,125,159,153,24,106",7.19,14.22
"7.19-172,83,82,76,172,89",15.75,1.0,2.0,"172,83,82,76,172,89",7.19,15.75
"7.19-4,79,140,11,128,186",11.18,2.0,2.0,"4,79,140,11,128,186",7.19,11.18
"7.19-168,164,125,159,153,152",14.78,3.0,8.0,"168,164,125,159,153,152",7.19,14.78
"7.19-140,52,1,175,121,255",8.9,7.0,58.0,"140,52,1,175,121,255",7.19,8.9
"7.19-164,4,80,242,145,20",9.07,7.0,14.0,"164,4,80,242,145,20",7.19,9.07
"7.19-32,40,62,78,233,36",14.65,3.0,19.0,"32,40,62,78,233,36",7.19,14.65
"7.19-48,75,38,133,29,213",10.07,1.0,2.0,"48,75,38,133,29,213",7.19,10.07
"7.19-172,220,240,144,185,104",10.9,1.0,3.0,"172,220,240,144,185,104",7.19,10.9
"7.19-76,102,201,25,169,1",8.52,2.0,3.0,"76,102,201,25,169,1",7.19,8.52
"7.19-240,144,185,104,48,170",10.33,2.0,2.0,"240,144,185,104,48,170",7.19,10.33
"7.19-140,31,142,167,149,176",11.37,2.0,3.0,"140,31,142,167,149,176",7.19,11.37
"7.19-164,184,148,54,32,44",14.1,3.0,4.0,"164,184,148,54,32,44",7.19,14.1
"7.19-252,118,199,5,52,163",10.48,1.0,2.0,"252,118,199,5,52,163",7.19,10.48
"7.19-160,20,178,229,137,47",15.3,3.0,7.0,"160,20,178,229,137,47",7.19,15.3
"7.19-152,95,211,53,199,183",11.18,3.0,268.0,"152,95,211,53,199,183",7.19,11.18
"7.19-132,27,119,107,15,168",12.28,4.0,120.0,"132,27,119,107,15,168",7.19,12.28
"7.19-72,149,7,241,12,239",11.73,5.0,29.0,"72,149,7,241,12,239",7.19,11.73
"7.19-32,40,62,78,233,160",13.72,1.0,5.0,"32,40,62,78,233,160",7.19,13.72
"7.19-220,186,165,152,34,239",10.4,2.0,2.0,"220,186,165,152,34,239",7.19,10.4
"7.19-152,106,162,1,128,194",14.3,1.0,2.0,"152,106,162,1,128,194",7.19,14.3
"7.19-176,201,82,80,249,225",11.57,2.0,4.0,"176,201,82,80,249,225",7.19,11.57
"7.19-96,61,162,218,161,25",9.83,1.0,2.0,"96,61,162,218,161,25",7.19,9.83
"7.19-160,48,74,38,133,29",12.33,3.0,4.0,"160,48,74,38,133,29",7.19,12.33
"7.19-168,142,182,214,236,44",14.52,2.0,2.0,"168,142,182,214,236,44",7.19,14.52
"7.19-116,3,24,100,145,165",13.12,2.0,2.0,"116,3,24,100,145,165",7.19,13.12
"7.19-140,31,142,167,149,179",11.38,3.0,6.0,"140,31,142,167,149,179",7.19,11.38
"7.19-184,55,69,29,72,107",14.37,1.0,4.0,"184,55,69,29,72,107",7.19,14.37
"7.19-116,195,48,25,244,36",15.53,2.0,11.0,"116,195,48,25,244,36",7.19,15.53
"7.19-48,123,172,71,127,116",14.97,2.0,3.0,"48,123,172,71,127,116",7.19,14.97
"7.19-208,110,152,171,43,95",9.5,6.0,11.0,"208,110,152,171,43,95",7.19,9.5
"7.19-68,207,140,11,128,186",11.77,1.0,2.0,"68,207,140,11,128,186",7.19,11.77
"7.19-80,143,76,102,193,25",14.98,2.0,7.0,"80,143,76,102,193,25",7.19,14.98
"7.19-156,116,3,202,211,133",13.02,2.0,6.0,"156,116,3,202,211,133",7.19,13.02
"7.19-212,26,63,183,185,195",14.53,3.0,16.0,"212,26,63,183,185,195",7.19,14.53
"7.19-112,71,233,45,21,7",12.37,1.0,2.0,"112,71,233,45,21,7",7.19,12.37
"7.19-156,245,49,209,69,163",13.6,3.0,59.0,"156,245,49,209,69,163",7.19,13.6
"7.19-164,134,115,188,19,24",14.7,2.0,3.0,"164,134,115,188,19,24",7.19,14.7
"7.19-180,26,242,44,233,231",12.5,1.0,4.0,"180,26,242,44,233,231",7.19,12.5
"7.19-32,40,62,78,237,188",14.63,2.0,12.0,"32,40,62,78,237,188",7.19,14.63
"7.19-24,242,44,249,231,91",14.17,2.0,5.0,"24,242,44,249,231,91",7.19,14.17
"7.19-64,140,31,142,183,149",12.35,2.0,5.0,"64,140,31,142,183,149",7.19,12.35
"7.19-240,144,185,104,48,166",14.75,2.0,3.0,"240,144,185,104,48,166",7.19,14.75
"7.19-156,205,164,186,139,84",9.2,2.0,2.0,"156,205,164,186,139,84",7.19,9.2
"7.19-240,89,142,53,173,1",9.18,1.0,2.0,"240,89,142,53,173,1",7.19,9.18
"7.19-124,112,219,159,148,108",14.97,2.0,24.0,"124,112,219,159,148,108",7.19,14.97
"7.19-60,87,79,155,146,240",14.32,5.0,21.0,"60,87,79,155,146,240",7.19,14.32
"7.19-148,54,32,44,55,177",9.2,1.0,2.0,"148,54,32,44,55,177",7.19,9.2
"7.19-164,130,198,198,133,218",9.38,2.0,2.0,"164,130,198,198,133,218",7.19,9.38
"7.19-148,54,32,44,55,180",10.93,1.0,2.0,"148,54,32,44,55,180",7.19,10.93
"7.19-48,50,51,210,96,61",13.73,3.0,5.0,"48,50,51,210,96,61",7.19,13.73
"7.19-140,31,142,167,149,178",10.08,3.0,4.0,"140,31,142,167,149,178",7.19,10.08
"7.19-84,167,3,191,88,22",14.4,3.0,9.0,"84,167,3,191,88,22",7.19,14.4
"7.19-76,188,66,19,133,240",9.25,6.0,6.0,"76,188,66,19,133,240",7.19,9.25
"7.19-172,110,168,60,136,95",11.22,1.0,4.0,"172,110,168,60,136,95",7.19,11.22
"7.19-168,60,136,95,198,166",14.65,2.0,6.0,"168,60,136,95,198,166",7.19,14.65
"7.19-200,31,163,246,107,171",11.42,1.0,3.0,"200,31,163,246,107,171",7.19,11.42
"7.19-168,60,136,95,198,163",14.92,2.0,4.0,"168,60,136,95,198,163",7.19,14.92
"7.19-200,31,163,246,107,161",11.42,1.0,3.0,"200,31,163,246,107,161",7.19,11.42
"7.19-200,31,163,246,107,168",13.45,1.0,3.0,"200,31,163,246,107,168",7.19,13.45
"7.19-136,95,198,167,64,200",9.25,1.0,2.0,"136,95,198,167,64,200",7.19,9.25
"7.19-72,70,193,161,116,246",15.67,2.0,141.0,"72,70,193,161,116,246",7.19,15.67
"7.19-48,74,38,155,214,98",15.15,5.0,13.0,"48,74,38,155,214,98",7.19,15.15
"7.19-164,57,182,9,232,83",16.58,2.0,5.0,"164,57,182,9,232,83",7.19,16.58
"7.19-140,31,142,167,149,167",10.72,2.0,2.0,"140,31,142,167,149,167",7.19,10.72
"7.19-252,118,199,5,52,165",13.88,1.0,2.0,"252,118,199,5,52,165",7.19,13.88
"7.19-96,61,167,20,178,229",13.88,1.0,2.0,"96,61,167,20,178,229",7.19,13.88
"7.19-140,31,142,167,149,175",12.32,1.0,3.0,"140,31,142,167,149,175",7.19,12.32
"7.19-168,28,209,7,152,33",15.38,1.0,4.0,"168,28,209,7,152,33",7.19,15.38
"7.19-160,186,139,84,42,35",14.87,3.0,3.0,"160,186,139,84,42,35",7.19,14.87
"7.19-176,252,107,240,89,142",14.87,2.0,6.0,"176,252,107,240,89,142",7.19,14.87
"7.19-20,178,245,137,47,142",14.47,3.0,4.0,"20,178,245,137,47,142",7.19,14.47
"7.19-80,143,76,100,201,25",10.07,1.0,2.0,"80,143,76,100,201,25",7.19,10.07
"7.19-136,3,233,226,168,73",9.63,1.0,2.0,"136,3,233,226,168,73",7.19,9.63
"7.19-140,31,142,167,149,168",10.82,2.0,2.0,"140,31,142,167,149,168",7.19,10.82
"7.19-136,95,198,164,246,253",15.02,2.0,3.0,"136,95,198,164,246,253",7.19,15.02
"7.19-164,64,140,31,142,167",13.6,4.0,5.0,"164,64,140,31,142,167",7.19,13.6
"7.19-240,98,90,159,90,22",15.17,10.0,145.0,"240,98,90,159,90,22",7.19,15.17
"7.19-176,241,236,166,12,79",15.87,10.0,76.0,"176,241,236,166,12,79",7.19,15.87
"7.19-20,94,105,93,77,199",10.37,2.0,3.0,"20,94,105,93,77,199",7.19,10.37
"7.19-20,179,229,137,47,142",15.25,2.0,5.0,"20,179,229,137,47,142",7.19,15.25
"7.19-60,136,95,198,163,64",16.03,2.0,2.0,"60,136,95,198,163,64",7.19,16.03
"7.19-236,92,132,99,78,87",9.75,2.0,2.0,"236,92,132,99,78,87",7.19,9.75
"7.19-48,148,53,197,58,225",16.8,4.0,24.0,"48,148,53,197,58,225",7.19,16.8
"7.19-236,193,187,217,136,197",13.85,1.0,3.0,"236,193,187,217,136,197",7.19,13.85
"7.19-44,109,193,102,86,157",15.2,1.0,8.0,"44,109,193,102,86,157",7.19,15.2
"7.19-184,55,117,29,72,107",13.48,2.0,3.0,"184,55,117,29,72,107",7.19,13.48
"7.19-112,71,249,44,21,7",15.93,1.0,4.0,"112,71,249,44,21,7",7.19,15.93
"7.19-20,159,182,86,222,181",15.65,2.0,4.0,"20,159,182,86,222,181",7.19,15.65
"7.19-48,148,53,201,247,101",11.02,5.0,19.0,"48,148,53,201,247,101",7.19,11.02
"7.19-104,106,230,59,202,131",10.3,2.0,2.0,"104,106,230,59,202,131",7.19,10.3
